,micrograph,created_at,_rlnCtfFigureOfMerit #11,_rlnDefocusAngle #5,_rlnCtfMaxResolution #12,motioncor_aligned_no_DW,gctf_ctf_fit,motioncor_log,gctf_epa_log,Defocus_U,_rlnDetectorPixelSize #10,Defocus_V,_rlnVoltage #6,Resolution,_rlnDefocusU #3,_rlnSphericalAberration #7,_rlnPhaseShift #13,_rlnMagnification #9,Angle,_rlnAmplitudeContrast #8,_rlnCtfImage #2,_rlnMicrographName #1,gctf_log,_rlnDefocusV #4,motioncor_aligned_DW,Defocus,delta_Defocus
198,20S_242_Mar29_00.50.17,2017-12-15 16:00:44.160339,0.013169,45.062096000000004,2.828047,motioncor/20S_242_Mar29_00.50.17.mrc,gctf/20S_242_Mar29_00.50.17.ctf,motioncor/20S_242_Mar29_00.50.17_DriftCorr.log,gctf/20S_242_Mar29_00.50.17_EPA.log,2.94618,1.06,3.04759,300.0,2.865356,2946.176025,2.62,107.99105800000001,10000.0,45.06,0.1,/home/viktor/Downloads/input/20S_242_Mar29_00.50.17/20S_242_Mar29_00.50.17.ctf:mrc,/home/viktor/Downloads/input/20S_242_Mar29_00.50.17/20S_242_Mar29_00.50.17.mrc,gctf/20S_242_Mar29_00.50.17_gctf.log,3047.588623,motioncor/20S_242_Mar29_00.50.17_DW.mrc,2.996885,-0.10141
199,20S_241_Mar29_00.48.12,2017-12-15 16:01:14.609816,0.012081999999999999,41.659290000000006,2.861581,motioncor/20S_241_Mar29_00.48.12.mrc,gctf/20S_241_Mar29_00.48.12.ctf,motioncor/20S_241_Mar29_00.48.12_DriftCorr.log,gctf/20S_241_Mar29_00.48.12_EPA.log,2.72377,1.06,2.85112,300.0,12.446648,2723.7734379999997,2.62,108.215149,10000.0,41.66,0.1,/home/viktor/Downloads/input/20S_241_Mar29_00.48.12/20S_241_Mar29_00.48.12.ctf:mrc,/home/viktor/Downloads/input/20S_241_Mar29_00.48.12/20S_241_Mar29_00.48.12.mrc,gctf/20S_241_Mar29_00.48.12_gctf.log,2851.1201170000004,motioncor/20S_241_Mar29_00.48.12_DW.mrc,2.7874449999999995,-0.12734999999999985
200,20S_240_Mar29_00.46.05,2017-12-15 16:01:45.087130,0.009538,38.144917,2.7934919999999996,motioncor/20S_240_Mar29_00.46.05.mrc,gctf/20S_240_Mar29_00.46.05.ctf,motioncor/20S_240_Mar29_00.46.05_DriftCorr.log,gctf/20S_240_Mar29_00.46.05_EPA.log,2.61023,1.06,2.7143,300.0,12.482413,2610.2346190000003,2.62,120.75506599999999,10000.0,38.14,0.1,/home/viktor/Downloads/input/20S_240_Mar29_00.46.05/20S_240_Mar29_00.46.05.ctf:mrc,/home/viktor/Downloads/input/20S_240_Mar29_00.46.05/20S_240_Mar29_00.46.05.mrc,gctf/20S_240_Mar29_00.46.05_gctf.log,2714.295654,motioncor/20S_240_Mar29_00.46.05_DW.mrc,2.6622650000000005,-0.1040700000000001
201,20S_239_Mar29_00.43.45,2017-12-15 16:02:15.652537,0.009761,49.267154999999995,3.01868,motioncor/20S_239_Mar29_00.43.45.mrc,gctf/20S_239_Mar29_00.43.45.ctf,motioncor/20S_239_Mar29_00.43.45_DriftCorr.log,gctf/20S_239_Mar29_00.43.45_EPA.log,2.63988,1.06,2.78083,300.0,3.067712,2639.884521,2.62,112.648315,10000.0,49.27,0.1,/home/viktor/Downloads/input/20S_239_Mar29_00.43.45/20S_239_Mar29_00.43.45.ctf:mrc,/home/viktor/Downloads/input/20S_239_Mar29_00.43.45/20S_239_Mar29_00.43.45.mrc,gctf/20S_239_Mar29_00.43.45_gctf.log,2780.826904,motioncor/20S_239_Mar29_00.43.45_DW.mrc,2.710355,-0.1409499999999997
202,20S_238_Mar29_00.41.40,2017-12-15 16:02:46.101284,0.006376,52.291306,3.3936559999999996,motioncor/20S_238_Mar29_00.41.40.mrc,gctf/20S_238_Mar29_00.41.40.ctf,motioncor/20S_238_Mar29_00.41.40_DriftCorr.log,gctf/20S_238_Mar29_00.41.40_EPA.log,2.89591,1.06,2.98807,300.0,3.4640190000000004,2895.910156,2.62,121.704857,10000.0,52.29,0.1,/home/viktor/Downloads/input/20S_238_Mar29_00.41.40/20S_238_Mar29_00.41.40.ctf:mrc,/home/viktor/Downloads/input/20S_238_Mar29_00.41.40/20S_238_Mar29_00.41.40.mrc,gctf/20S_238_Mar29_00.41.40_gctf.log,2988.07373,motioncor/20S_238_Mar29_00.41.40_DW.mrc,2.94199,-0.09216000000000024
203,20S_235_Mar29_00.35.23,2017-12-15 16:03:16.565885,0.028283999999999997,37.098328,2.5673049999999997,motioncor/20S_235_Mar29_00.35.23.mrc,gctf/20S_235_Mar29_00.35.23.ctf,motioncor/20S_235_Mar29_00.35.23_DriftCorr.log,gctf/20S_235_Mar29_00.35.23_EPA.log,4.528230000000001,1.06,4.5757699999999994,300.0,2.79529,4528.233397999999,2.62,108.64279199999999,10000.0,37.1,0.1,/home/viktor/Downloads/input/20S_235_Mar29_00.35.23/20S_235_Mar29_00.35.23.ctf:mrc,/home/viktor/Downloads/input/20S_235_Mar29_00.35.23/20S_235_Mar29_00.35.23.mrc,gctf/20S_235_Mar29_00.35.23_gctf.log,4575.772461,motioncor/20S_235_Mar29_00.35.23_DW.mrc,4.552,-0.04754000000000058
204,20S_234_Mar29_00.33.05,2017-12-15 16:03:47.022920,0.012388,41.601974,2.8152169999999996,motioncor/20S_234_Mar29_00.33.05.mrc,gctf/20S_234_Mar29_00.33.05.ctf,motioncor/20S_234_Mar29_00.33.05_DriftCorr.log,gctf/20S_234_Mar29_00.33.05_EPA.log,3.12717,1.06,3.2196100000000003,300.0,3.140911,3127.165039,2.62,106.156525,10000.0,41.6,0.1,/home/viktor/Downloads/input/20S_234_Mar29_00.33.05/20S_234_Mar29_00.33.05.ctf:mrc,/home/viktor/Downloads/input/20S_234_Mar29_00.33.05/20S_234_Mar29_00.33.05.mrc,gctf/20S_234_Mar29_00.33.05_gctf.log,3219.60791,motioncor/20S_234_Mar29_00.33.05_DW.mrc,3.1733900000000004,-0.0924400000000003
205,20S_233_Mar29_00.30.59,2017-12-15 16:04:17.473566,0.016359000000000002,40.066265,2.392004,motioncor/20S_233_Mar29_00.30.59.mrc,gctf/20S_233_Mar29_00.30.59.ctf,motioncor/20S_233_Mar29_00.30.59_DriftCorr.log,gctf/20S_233_Mar29_00.30.59_EPA.log,3.84309,1.06,3.88613,300.0,3.067712,3843.0920409999994,2.62,107.498627,10000.0,40.07,0.1,/home/viktor/Downloads/input/20S_233_Mar29_00.30.59/20S_233_Mar29_00.30.59.ctf:mrc,/home/viktor/Downloads/input/20S_233_Mar29_00.30.59/20S_233_Mar29_00.30.59.mrc,gctf/20S_233_Mar29_00.30.59_gctf.log,3886.132568,motioncor/20S_233_Mar29_00.30.59_DW.mrc,3.86461,-0.04303999999999997
206,20S_232_Mar29_00.28.53,2017-12-15 16:04:48.400447,0.023419,46.063686,2.4793830000000003,motioncor/20S_232_Mar29_00.28.53.mrc,gctf/20S_232_Mar29_00.28.53.ctf,motioncor/20S_232_Mar29_00.28.53_DriftCorr.log,gctf/20S_232_Mar29_00.28.53_EPA.log,4.26926,1.06,4.3425400000000005,300.0,2.951005,4269.260742,2.62,100.516418,10000.0,46.06,0.1,/home/viktor/Downloads/input/20S_232_Mar29_00.28.53/20S_232_Mar29_00.28.53.ctf:mrc,/home/viktor/Downloads/input/20S_232_Mar29_00.28.53/20S_232_Mar29_00.28.53.mrc,gctf/20S_232_Mar29_00.28.53_gctf.log,4342.540039,motioncor/20S_232_Mar29_00.28.53_DW.mrc,4.3058999999999985,-0.07327999999999958
207,20S_231_Mar29_00.26.47,2017-12-15 16:05:18.864593,0.024021,42.037945,2.5225779999999998,motioncor/20S_231_Mar29_00.26.47.mrc,gctf/20S_231_Mar29_00.26.47.ctf,motioncor/20S_231_Mar29_00.26.47_DriftCorr.log,gctf/20S_231_Mar29_00.26.47_EPA.log,4.61092,1.06,4.723380000000001,300.0,2.872936,4610.922852000001,2.62,90.33030699999999,10000.0,42.04,0.1,/home/viktor/Downloads/input/20S_231_Mar29_00.26.47/20S_231_Mar29_00.26.47.ctf:mrc,/home/viktor/Downloads/input/20S_231_Mar29_00.26.47/20S_231_Mar29_00.26.47.mrc,gctf/20S_231_Mar29_00.26.47_gctf.log,4723.380859000001,motioncor/20S_231_Mar29_00.26.47_DW.mrc,4.66715,-0.11245999999999956
208,20S_230_Mar29_00.24.41,2017-12-15 16:05:49.330155,0.029932,40.68148,2.967131,motioncor/20S_230_Mar29_00.24.41.mrc,gctf/20S_230_Mar29_00.24.41.ctf,motioncor/20S_230_Mar29_00.24.41_DriftCorr.log,gctf/20S_230_Mar29_00.24.41_EPA.log,5.07964,1.06,5.19565,300.0,3.072051,5079.638184,2.62,104.268539,10000.0,40.68,0.1,/home/viktor/Downloads/input/20S_230_Mar29_00.24.41/20S_230_Mar29_00.24.41.ctf:mrc,/home/viktor/Downloads/input/20S_230_Mar29_00.24.41/20S_230_Mar29_00.24.41.mrc,gctf/20S_230_Mar29_00.24.41_gctf.log,5195.652832,motioncor/20S_230_Mar29_00.24.41_DW.mrc,5.137645,-0.11600999999999928
209,20S_229_Mar29_00.22.34,2017-12-15 16:06:19.797483,0.03889,41.049927000000004,2.903663,motioncor/20S_229_Mar29_00.22.34.mrc,gctf/20S_229_Mar29_00.22.34.ctf,motioncor/20S_229_Mar29_00.22.34_DriftCorr.log,gctf/20S_229_Mar29_00.22.34_EPA.log,5.38293,1.06,5.46138,300.0,3.461259,5382.934082,2.62,90.88269,10000.0,41.05,0.1,/home/viktor/Downloads/input/20S_229_Mar29_00.22.34/20S_229_Mar29_00.22.34.ctf:mrc,/home/viktor/Downloads/input/20S_229_Mar29_00.22.34/20S_229_Mar29_00.22.34.mrc,gctf/20S_229_Mar29_00.22.34_gctf.log,5461.380371,motioncor/20S_229_Mar29_00.22.34_DW.mrc,5.422155000000001,-0.07845000000000013
210,20S_228_Mar29_00.20.28,2017-12-15 16:06:50.324994,0.031837,45.843567,2.725144,motioncor/20S_228_Mar29_00.20.28.mrc,gctf/20S_228_Mar29_00.20.28.ctf,motioncor/20S_228_Mar29_00.20.28_DriftCorr.log,gctf/20S_228_Mar29_00.20.28_EPA.log,5.13925,1.06,5.18732,300.0,2.97119,5139.250977000001,2.62,97.209618,10000.0,45.84,0.1,/home/viktor/Downloads/input/20S_228_Mar29_00.20.28/20S_228_Mar29_00.20.28.ctf:mrc,/home/viktor/Downloads/input/20S_228_Mar29_00.20.28/20S_228_Mar29_00.20.28.mrc,gctf/20S_228_Mar29_00.20.28_gctf.log,5187.321289,motioncor/20S_228_Mar29_00.20.28_DW.mrc,5.163285,-0.048070000000000064
211,20S_227_Mar29_00.18.21,2017-12-15 16:07:20.792792,0.032177,42.577991,2.691375,motioncor/20S_227_Mar29_00.18.21.mrc,gctf/20S_227_Mar29_00.18.21.ctf,motioncor/20S_227_Mar29_00.18.21_DriftCorr.log,gctf/20S_227_Mar29_00.18.21_EPA.log,4.855390000000001,1.06,4.99032,300.0,3.102771,4855.391113000001,2.62,80.68463100000001,10000.0,42.58,0.1,/home/viktor/Downloads/input/20S_227_Mar29_00.18.21/20S_227_Mar29_00.18.21.ctf:mrc,/home/viktor/Downloads/input/20S_227_Mar29_00.18.21/20S_227_Mar29_00.18.21.mrc,gctf/20S_227_Mar29_00.18.21_gctf.log,4990.321777,motioncor/20S_227_Mar29_00.18.21_DW.mrc,4.922854999999998,-0.13492999999999888
212,20S_226_Mar29_00.16.15,2017-12-15 16:07:51.269501,0.035883,40.46756,2.513819,motioncor/20S_226_Mar29_00.16.15.mrc,gctf/20S_226_Mar29_00.16.15.ctf,motioncor/20S_226_Mar29_00.16.15_DriftCorr.log,gctf/20S_226_Mar29_00.16.15_EPA.log,4.60323,1.06,4.70363,300.0,3.152308,4603.226562,2.62,93.044891,10000.0,40.47,0.1,/home/viktor/Downloads/input/20S_226_Mar29_00.16.15/20S_226_Mar29_00.16.15.ctf:mrc,/home/viktor/Downloads/input/20S_226_Mar29_00.16.15/20S_226_Mar29_00.16.15.mrc,gctf/20S_226_Mar29_00.16.15_gctf.log,4703.630859000001,motioncor/20S_226_Mar29_00.16.15_DW.mrc,4.65343,-0.10040000000000047
213,20S_225_Mar29_00.14.08,2017-12-15 16:08:21.733694,0.029292000000000002,47.962387,2.473736,motioncor/20S_225_Mar29_00.14.08.mrc,gctf/20S_225_Mar29_00.14.08.ctf,motioncor/20S_225_Mar29_00.14.08_DriftCorr.log,gctf/20S_225_Mar29_00.14.08_EPA.log,4.16326,1.06,4.244680000000002,300.0,3.00199,4163.258301,2.62,89.83518199999999,10000.0,47.96,0.1,/home/viktor/Downloads/input/20S_225_Mar29_00.14.08/20S_225_Mar29_00.14.08.ctf:mrc,/home/viktor/Downloads/input/20S_225_Mar29_00.14.08/20S_225_Mar29_00.14.08.mrc,gctf/20S_225_Mar29_00.14.08_gctf.log,4244.679199,motioncor/20S_225_Mar29_00.14.08_DW.mrc,4.20397,-0.08142000000000049
214,20S_224_Mar29_00.12.02,2017-12-15 16:08:52.569184,0.018024000000000002,42.482803000000004,2.309346,motioncor/20S_224_Mar29_00.12.02.mrc,gctf/20S_224_Mar29_00.12.02.ctf,motioncor/20S_224_Mar29_00.12.02_DriftCorr.log,gctf/20S_224_Mar29_00.12.02_EPA.log,3.48774,1.06,3.63541,300.0,2.779194,3487.737793,2.62,97.434708,10000.0,42.48,0.1,/home/viktor/Downloads/input/20S_224_Mar29_00.12.02/20S_224_Mar29_00.12.02.ctf:mrc,/home/viktor/Downloads/input/20S_224_Mar29_00.12.02/20S_224_Mar29_00.12.02.mrc,gctf/20S_224_Mar29_00.12.02_gctf.log,3635.409668,motioncor/20S_224_Mar29_00.12.02_DW.mrc,3.561575,-0.1476700000000002
215,20S_223_Mar29_00.09.54,2017-12-15 16:09:23.493761,0.013187,49.655392,2.919274,motioncor/20S_223_Mar29_00.09.54.mrc,gctf/20S_223_Mar29_00.09.54.ctf,motioncor/20S_223_Mar29_00.09.54_DriftCorr.log,gctf/20S_223_Mar29_00.09.54_EPA.log,2.99475,1.06,3.1543,300.0,3.024986,2994.748779,2.62,95.33025400000001,10000.0,49.66,0.1,/home/viktor/Downloads/input/20S_223_Mar29_00.09.54/20S_223_Mar29_00.09.54.ctf:mrc,/home/viktor/Downloads/input/20S_223_Mar29_00.09.54/20S_223_Mar29_00.09.54.mrc,gctf/20S_223_Mar29_00.09.54_gctf.log,3154.295166,motioncor/20S_223_Mar29_00.09.54_DW.mrc,3.074525,-0.1595500000000003
216,20S_222_Mar29_00.07.47,2017-12-15 16:09:53.962117,0.007392,35.497166,3.152308,motioncor/20S_222_Mar29_00.07.47.mrc,gctf/20S_222_Mar29_00.07.47.ctf,motioncor/20S_222_Mar29_00.07.47_DriftCorr.log,gctf/20S_222_Mar29_00.07.47_EPA.log,2.65769,1.06,2.77652,300.0,12.627558,2657.694336,2.62,94.31998399999999,10000.0,35.5,0.1,/home/viktor/Downloads/input/20S_222_Mar29_00.07.47/20S_222_Mar29_00.07.47.ctf:mrc,/home/viktor/Downloads/input/20S_222_Mar29_00.07.47/20S_222_Mar29_00.07.47.mrc,gctf/20S_222_Mar29_00.07.47_gctf.log,2776.52002,motioncor/20S_222_Mar29_00.07.47_DW.mrc,2.717105,-0.11883
217,20S_221_Mar29_00.05.40,2017-12-15 16:10:24.447763,0.0066879999999999995,32.786072,3.270994,motioncor/20S_221_Mar29_00.05.40.mrc,gctf/20S_221_Mar29_00.05.40.ctf,motioncor/20S_221_Mar29_00.05.40_DriftCorr.log,gctf/20S_221_Mar29_00.05.40_EPA.log,2.5364,1.06,2.65015,300.0,12.554566,2536.4013670000004,2.62,89.48677099999999,10000.0,32.79,0.1,/home/viktor/Downloads/input/20S_221_Mar29_00.05.40/20S_221_Mar29_00.05.40.ctf:mrc,/home/viktor/Downloads/input/20S_221_Mar29_00.05.40/20S_221_Mar29_00.05.40.mrc,gctf/20S_221_Mar29_00.05.40_gctf.log,2650.147461,motioncor/20S_221_Mar29_00.05.40_DW.mrc,2.593275,-0.11375000000000003
218,20S_220_Mar29_00.03.34,2017-12-15 16:10:54.887759,0.007523,28.02705,2.9875380000000002,motioncor/20S_220_Mar29_00.03.34.mrc,gctf/20S_220_Mar29_00.03.34.ctf,motioncor/20S_220_Mar29_00.03.34_DriftCorr.log,gctf/20S_220_Mar29_00.03.34_EPA.log,2.6040300000000003,1.06,2.79925,300.0,12.590956,2604.03125,2.62,85.00901,10000.0,28.03,0.1,/home/viktor/Downloads/input/20S_220_Mar29_00.03.34/20S_220_Mar29_00.03.34.ctf:mrc,/home/viktor/Downloads/input/20S_220_Mar29_00.03.34/20S_220_Mar29_00.03.34.mrc,gctf/20S_220_Mar29_00.03.34_gctf.log,2799.25,motioncor/20S_220_Mar29_00.03.34_DW.mrc,2.7016400000000003,-0.1952199999999995
219,20S_219_Mar29_00.01.27,2017-12-15 16:11:25.340447,0.004023,28.834152000000003,4.221457,motioncor/20S_219_Mar29_00.01.27.mrc,gctf/20S_219_Mar29_00.01.27.ctf,motioncor/20S_219_Mar29_00.01.27_DriftCorr.log,gctf/20S_219_Mar29_00.01.27_EPA.log,2.93235,1.06,3.18795,300.0,4.680905,2932.3486329999996,2.62,85.23524499999999,10000.0,28.83,0.1,/home/viktor/Downloads/input/20S_219_Mar29_00.01.27/20S_219_Mar29_00.01.27.ctf:mrc,/home/viktor/Downloads/input/20S_219_Mar29_00.01.27/20S_219_Mar29_00.01.27.mrc,gctf/20S_219_Mar29_00.01.27_gctf.log,3187.950684,motioncor/20S_219_Mar29_00.01.27_DW.mrc,3.06015,-0.2555999999999998
220,20S_217_Mar28_23.57.14,2017-12-15 16:11:55.805398,0.031929,45.730606,2.806124,motioncor/20S_217_Mar28_23.57.14.mrc,gctf/20S_217_Mar28_23.57.14.ctf,motioncor/20S_217_Mar28_23.57.14_DriftCorr.log,gctf/20S_217_Mar28_23.57.14_EPA.log,4.44868,1.06,4.5302,300.0,3.056918,4448.684082,2.62,75.172188,10000.0,45.73,0.1,/home/viktor/Downloads/input/20S_217_Mar28_23.57.14/20S_217_Mar28_23.57.14.ctf:mrc,/home/viktor/Downloads/input/20S_217_Mar28_23.57.14/20S_217_Mar28_23.57.14.mrc,gctf/20S_217_Mar28_23.57.14_gctf.log,4530.196777,motioncor/20S_217_Mar28_23.57.14_DW.mrc,4.48944,-0.08151999999999937
221,20S_216_Mar28_23.54.57,2017-12-15 16:12:26.279131,0.01317,36.333935,2.85406,motioncor/20S_216_Mar28_23.54.57.mrc,gctf/20S_216_Mar28_23.54.57.ctf,motioncor/20S_216_Mar28_23.54.57_DriftCorr.log,gctf/20S_216_Mar28_23.54.57_EPA.log,3.2512,1.06,3.3571500000000003,300.0,3.0144900000000003,3251.201172,2.62,81.068878,10000.0,36.33,0.1,/home/viktor/Downloads/input/20S_216_Mar28_23.54.57/20S_216_Mar28_23.54.57.ctf:mrc,/home/viktor/Downloads/input/20S_216_Mar28_23.54.57/20S_216_Mar28_23.54.57.mrc,gctf/20S_216_Mar28_23.54.57_gctf.log,3357.148926,motioncor/20S_216_Mar28_23.54.57_DW.mrc,3.3041750000000003,-0.10595000000000043
222,20S_215_Mar28_23.52.50,2017-12-15 16:12:56.743639,0.020843,43.958405,2.550722,motioncor/20S_215_Mar28_23.52.50.mrc,gctf/20S_215_Mar28_23.52.50.ctf,motioncor/20S_215_Mar28_23.52.50_DriftCorr.log,gctf/20S_215_Mar28_23.52.50_EPA.log,4.1047400000000005,1.06,4.1881900000000005,300.0,2.9430080000000003,4104.738281,2.62,73.25766,10000.0,43.96,0.1,/home/viktor/Downloads/input/20S_215_Mar28_23.52.50/20S_215_Mar28_23.52.50.ctf:mrc,/home/viktor/Downloads/input/20S_215_Mar28_23.52.50/20S_215_Mar28_23.52.50.mrc,gctf/20S_215_Mar28_23.52.50_gctf.log,4188.1875,motioncor/20S_215_Mar28_23.52.50_DW.mrc,4.146465,-0.08345000000000002
223,20S_214_Mar28_23.50.29,2017-12-15 16:13:27.197932,0.021693,36.894172999999995,2.480799,motioncor/20S_214_Mar28_23.50.29.mrc,gctf/20S_214_Mar28_23.50.29.ctf,motioncor/20S_214_Mar28_23.50.29_DriftCorr.log,gctf/20S_214_Mar28_23.50.29_EPA.log,4.62021,1.06,4.639480000000001,300.0,3.127343,4620.212890999999,2.62,69.76445,10000.0,36.89,0.1,/home/viktor/Downloads/input/20S_214_Mar28_23.50.29/20S_214_Mar28_23.50.29.ctf:mrc,/home/viktor/Downloads/input/20S_214_Mar28_23.50.29/20S_214_Mar28_23.50.29.mrc,gctf/20S_214_Mar28_23.50.29_gctf.log,4639.483397999999,motioncor/20S_214_Mar28_23.50.29_DW.mrc,4.629845,-0.01926999999999968
224,20S_213_Mar28_23.47.40,2017-12-15 16:13:57.799815,0.021118,48.682945000000004,2.8447150000000003,motioncor/20S_213_Mar28_23.47.40.mrc,gctf/20S_213_Mar28_23.47.40.ctf,motioncor/20S_213_Mar28_23.47.40_DriftCorr.log,gctf/20S_213_Mar28_23.47.40_EPA.log,4.4254799999999985,1.06,4.5035,300.0,2.90755,4425.477051,2.62,59.398392,10000.0,48.68,0.1,/home/viktor/Downloads/input/20S_213_Mar28_23.47.40/20S_213_Mar28_23.47.40.ctf:mrc,/home/viktor/Downloads/input/20S_213_Mar28_23.47.40/20S_213_Mar28_23.47.40.mrc,gctf/20S_213_Mar28_23.47.40_gctf.log,4503.497559,motioncor/20S_213_Mar28_23.47.40_DW.mrc,4.4644900000000005,-0.07802000000000042
225,20S_212_Mar28_23.45.34,2017-12-15 16:14:28.730891,0.029183999999999998,40.844959,3.19638,motioncor/20S_212_Mar28_23.45.34.mrc,gctf/20S_212_Mar28_23.45.34.ctf,motioncor/20S_212_Mar28_23.45.34_DriftCorr.log,gctf/20S_212_Mar28_23.45.34_EPA.log,5.15153,1.06,5.2428300000000005,300.0,3.321009,5151.530761999999,2.62,57.458346999999996,10000.0,40.84,0.1,/home/viktor/Downloads/input/20S_212_Mar28_23.45.34/20S_212_Mar28_23.45.34.ctf:mrc,/home/viktor/Downloads/input/20S_212_Mar28_23.45.34/20S_212_Mar28_23.45.34.mrc,gctf/20S_212_Mar28_23.45.34_gctf.log,5242.83252,motioncor/20S_212_Mar28_23.45.34_DW.mrc,5.19718,-0.09129999999999948
226,20S_211_Mar28_23.43.27,2017-12-15 16:14:59.821489,0.031454,47.037354,2.574914,motioncor/20S_211_Mar28_23.43.27.mrc,gctf/20S_211_Mar28_23.43.27.ctf,motioncor/20S_211_Mar28_23.43.27_DriftCorr.log,gctf/20S_211_Mar28_23.43.27_EPA.log,5.119669999999999,1.06,5.22438,300.0,3.23446,5119.673828,2.62,59.77779399999999,10000.0,47.04,0.1,/home/viktor/Downloads/input/20S_211_Mar28_23.43.27/20S_211_Mar28_23.43.27.ctf:mrc,/home/viktor/Downloads/input/20S_211_Mar28_23.43.27/20S_211_Mar28_23.43.27.mrc,gctf/20S_211_Mar28_23.43.27_gctf.log,5224.384765999999,motioncor/20S_211_Mar28_23.43.27_DW.mrc,5.172025,-0.10470999999999986
227,20S_210_Mar28_23.41.25,2017-12-15 16:15:30.828195,0.028788,45.954903,2.673157,motioncor/20S_210_Mar28_23.41.25.mrc,gctf/20S_210_Mar28_23.41.25.ctf,motioncor/20S_210_Mar28_23.41.25_DriftCorr.log,gctf/20S_210_Mar28_23.41.25_EPA.log,4.9375,1.06,5.00854,300.0,3.147739,4937.496094,2.62,53.50864,10000.0,45.95,0.1,/home/viktor/Downloads/input/20S_210_Mar28_23.41.25/20S_210_Mar28_23.41.25.ctf:mrc,/home/viktor/Downloads/input/20S_210_Mar28_23.41.25/20S_210_Mar28_23.41.25.mrc,gctf/20S_210_Mar28_23.41.25_gctf.log,5008.542969,motioncor/20S_210_Mar28_23.41.25_DW.mrc,4.97302,-0.07103999999999999
228,20S_209_Mar28_23.39.24,2017-12-15 16:16:01.294024,0.028062,37.116058,2.602684,motioncor/20S_209_Mar28_23.39.24.mrc,gctf/20S_209_Mar28_23.39.24.ctf,motioncor/20S_209_Mar28_23.39.24_DriftCorr.log,gctf/20S_209_Mar28_23.39.24_EPA.log,4.578530000000001,1.06,4.64624,300.0,2.718323,4578.525879,2.62,48.492653000000004,10000.0,37.12,0.1,/home/viktor/Downloads/input/20S_209_Mar28_23.39.24/20S_209_Mar28_23.39.24.ctf:mrc,/home/viktor/Downloads/input/20S_209_Mar28_23.39.24/20S_209_Mar28_23.39.24.mrc,gctf/20S_209_Mar28_23.39.24_gctf.log,4646.241699,motioncor/20S_209_Mar28_23.39.24_DW.mrc,4.6123850000000015,-0.06770999999999994
229,20S_208_Mar28_23.37.22,2017-12-15 16:16:31.758718,0.034444,46.981403,2.807938,motioncor/20S_208_Mar28_23.37.22.mrc,gctf/20S_208_Mar28_23.37.22.ctf,motioncor/20S_208_Mar28_23.37.22_DriftCorr.log,gctf/20S_208_Mar28_23.37.22_EPA.log,4.6355900000000005,1.06,4.70571,300.0,2.903663,4635.586914,2.62,42.54578,10000.0,46.98,0.1,/home/viktor/Downloads/input/20S_208_Mar28_23.37.22/20S_208_Mar28_23.37.22.ctf:mrc,/home/viktor/Downloads/input/20S_208_Mar28_23.37.22/20S_208_Mar28_23.37.22.mrc,gctf/20S_208_Mar28_23.37.22_gctf.log,4705.709961,motioncor/20S_208_Mar28_23.37.22_DW.mrc,4.670649999999998,-0.0701199999999993
230,20S_207_Mar28_23.35.20,2017-12-15 16:17:02.287565,0.030333,44.646159999999995,2.9772990000000004,motioncor/20S_207_Mar28_23.35.20.mrc,gctf/20S_207_Mar28_23.35.20.ctf,motioncor/20S_207_Mar28_23.35.20_DriftCorr.log,gctf/20S_207_Mar28_23.35.20_EPA.log,4.2537400000000005,1.06,4.33272,300.0,3.029205,4253.737793,2.62,36.301888,10000.0,44.65,0.1,/home/viktor/Downloads/input/20S_207_Mar28_23.35.20/20S_207_Mar28_23.35.20.ctf:mrc,/home/viktor/Downloads/input/20S_207_Mar28_23.35.20/20S_207_Mar28_23.35.20.mrc,gctf/20S_207_Mar28_23.35.20_gctf.log,4332.721191,motioncor/20S_207_Mar28_23.35.20_DW.mrc,4.2932299999999985,-0.0789800000000005
231,20S_206_Mar28_23.33.10,2017-12-15 16:17:32.751905,0.021117,32.124359000000005,2.543255,motioncor/20S_206_Mar28_23.33.10.mrc,gctf/20S_206_Mar28_23.33.10.ctf,motioncor/20S_206_Mar28_23.33.10_DriftCorr.log,gctf/20S_206_Mar28_23.33.10_EPA.log,3.56414,1.06,3.7001199999999996,300.0,2.840994,3564.1423340000006,2.62,30.362663,10000.0,32.12,0.1,/home/viktor/Downloads/input/20S_206_Mar28_23.33.10/20S_206_Mar28_23.33.10.ctf:mrc,/home/viktor/Downloads/input/20S_206_Mar28_23.33.10/20S_206_Mar28_23.33.10.mrc,gctf/20S_206_Mar28_23.33.10_gctf.log,3700.120361,motioncor/20S_206_Mar28_23.33.10_DW.mrc,3.63213,-0.13598
