micrograph,created_at,_rlnCtfFigureOfMerit #11,_rlnDefocusAngle #5,_rlnCtfMaxResolution #12,motioncor_aligned_no_DW,gctf_ctf_fit,motioncor_log,gctf_epa_log,Defocus_U,_rlnDetectorPixelSize #10,Defocus_V,_rlnVoltage #6,Phase_shift,Resolution,_rlnDefocusU #3,_rlnSphericalAberration #7,_rlnPhaseShift #13,_rlnMagnification #9,Angle,_rlnAmplitudeContrast #8,_rlnCtfImage #2,_rlnMicrographName #1,gctf_log,_rlnDefocusV #4,motioncor_aligned_DW,Defocus,delta_Defocus
20S_207_Mar28_23.35.20,2017-12-15 16:17:02.287565,0.030333,44.646160,2.977299,motioncor/20S_207_Mar28_23.35.20.mrc,gctf/20S_207_Mar28_23.35.20.ctf,motioncor/20S_207_Mar28_23.35.20_DriftCorr.log,gctf/20S_207_Mar28_23.35.20_EPA.log,4.25374,1.060000,4.33272,300.000000,0.20166666666666666,3.029205,4253.737793,2.620000,36.301888,10000.000000,44.65,0.100000,/home/viktor/Downloads/input/20S_207_Mar28_23.35.20/20S_207_Mar28_23.35.20.ctf:mrc,/home/viktor/Downloads/input/20S_207_Mar28_23.35.20/20S_207_Mar28_23.35.20.mrc,gctf/20S_207_Mar28_23.35.20_gctf.log,4332.721191,motioncor/20S_207_Mar28_23.35.20_DW.mrc,4.293229999999999,-0.0789800000000005
20S_206_Mar28_23.33.10,2017-12-15 16:17:32.751905,0.021117,32.124359,2.543255,motioncor/20S_206_Mar28_23.33.10.mrc,gctf/20S_206_Mar28_23.33.10.ctf,motioncor/20S_206_Mar28_23.33.10_DriftCorr.log,gctf/20S_206_Mar28_23.33.10_EPA.log,3.56414,1.060000,3.70012,300.000000,0.16866666666666666,2.840994,3564.142334,2.620000,30.362663,10000.000000,32.12,0.100000,/home/viktor/Downloads/input/20S_206_Mar28_23.33.10/20S_206_Mar28_23.33.10.ctf:mrc,/home/viktor/Downloads/input/20S_206_Mar28_23.33.10/20S_206_Mar28_23.33.10.mrc,gctf/20S_206_Mar28_23.33.10_gctf.log,3700.120361,motioncor/20S_206_Mar28_23.33.10_DW.mrc,3.63213,-0.13598
20S_205_Mar28_23.14.16,2017-12-15 16:18:03.223167,0.037532,44.162537,2.619952,motioncor/20S_205_Mar28_23.14.16.mrc,gctf/20S_205_Mar28_23.14.16.ctf,motioncor/20S_205_Mar28_23.14.16_DriftCorr.log,gctf/20S_205_Mar28_23.14.16_EPA.log,5.15538,1.060000,5.26413,300.000000,0.137,3.033436,5155.377441,2.620000,24.657919,10000.000000,44.16,0.100000,/home/viktor/Downloads/input/20S_205_Mar28_23.14.16/20S_205_Mar28_23.14.16.ctf:mrc,/home/viktor/Downloads/input/20S_205_Mar28_23.14.16/20S_205_Mar28_23.14.16.mrc,gctf/20S_205_Mar28_23.14.16_gctf.log,5264.128418,motioncor/20S_205_Mar28_23.14.16_DW.mrc,5.209755,-0.10874999999999968
20S_203_Mar28_23.09.46,2017-12-15 16:18:33.695010,0.030952,17.639742,2.451400,motioncor/20S_203_Mar28_23.09.46.mrc,gctf/20S_203_Mar28_23.09.46.ctf,motioncor/20S_203_Mar28_23.09.46_DriftCorr.log,gctf/20S_203_Mar28_23.09.46_EPA.log,4.72554,1.060000,4.5374799999999995,300.000000,0.6253333333333333,3.232054,4725.543457,2.620000,112.560822,10000.000000,17.64,0.100000,/home/viktor/Downloads/input/20S_203_Mar28_23.09.46/20S_203_Mar28_23.09.46.ctf:mrc,/home/viktor/Downloads/input/20S_203_Mar28_23.09.46/20S_203_Mar28_23.09.46.mrc,gctf/20S_203_Mar28_23.09.46_gctf.log,4537.480957,motioncor/20S_203_Mar28_23.09.46_DW.mrc,4.6315100000000005,0.18806000000000012
20S_202_Mar28_23.07.44,2017-12-15 16:19:04.164097,0.030996,24.011040,3.184663,motioncor/20S_202_Mar28_23.07.44.mrc,gctf/20S_202_Mar28_23.07.44.ctf,motioncor/20S_202_Mar28_23.07.44_DriftCorr.log,gctf/20S_202_Mar28_23.07.44_EPA.log,4.73269,1.060000,4.52322,300.000000,0.6259444444444444,3.3159389999999997,4732.685059,2.620000,112.670227,10000.000000,24.01,0.100000,/home/viktor/Downloads/input/20S_202_Mar28_23.07.44/20S_202_Mar28_23.07.44.ctf:mrc,/home/viktor/Downloads/input/20S_202_Mar28_23.07.44/20S_202_Mar28_23.07.44.mrc,gctf/20S_202_Mar28_23.07.44_gctf.log,4523.217285,motioncor/20S_202_Mar28_23.07.44_DW.mrc,4.627955,0.2094699999999996
20S_198_Mar28_22.59.14,2017-12-15 16:19:34.640688,0.035606,23.819160,2.967131,motioncor/20S_198_Mar28_22.59.14.mrc,gctf/20S_198_Mar28_22.59.14.ctf,motioncor/20S_198_Mar28_22.59.14_DriftCorr.log,gctf/20S_198_Mar28_22.59.14_EPA.log,6.11143,1.060000,5.8553500000000005,300.000000,0.5982222222222222,3.118363,6111.429199,2.620000,107.678558,10000.000000,23.82,0.100000,/home/viktor/Downloads/input/20S_198_Mar28_22.59.14/20S_198_Mar28_22.59.14.ctf:mrc,/home/viktor/Downloads/input/20S_198_Mar28_22.59.14/20S_198_Mar28_22.59.14.mrc,gctf/20S_198_Mar28_22.59.14_gctf.log,5855.348145,motioncor/20S_198_Mar28_22.59.14_DW.mrc,5.98339,0.25607999999999986
20S_197_Mar28_22.57.12,2017-12-15 16:20:05.570634,0.034009,22.133497,2.909497,motioncor/20S_197_Mar28_22.57.12.mrc,gctf/20S_197_Mar28_22.57.12.ctf,motioncor/20S_197_Mar28_22.57.12_DriftCorr.log,gctf/20S_197_Mar28_22.57.12_EPA.log,6.44323,1.060000,6.17261,300.000000,0.5783888888888888,3.453005,6443.229492,2.620000,104.114761,10000.000000,22.13,0.100000,/home/viktor/Downloads/input/20S_197_Mar28_22.57.12/20S_197_Mar28_22.57.12.ctf:mrc,/home/viktor/Downloads/input/20S_197_Mar28_22.57.12/20S_197_Mar28_22.57.12.mrc,gctf/20S_197_Mar28_22.57.12_gctf.log,6172.612305,motioncor/20S_197_Mar28_22.57.12_DW.mrc,6.30792,0.2706200000000001
20S_196_Mar28_22.55.10,2017-12-15 16:20:36.505233,0.034286,22.894836,2.915356,motioncor/20S_196_Mar28_22.55.10.mrc,gctf/20S_196_Mar28_22.55.10.ctf,motioncor/20S_196_Mar28_22.55.10_DriftCorr.log,gctf/20S_196_Mar28_22.55.10_EPA.log,6.5971400000000004,1.060000,6.30684,300.000000,0.5738333333333334,3.412317,6597.138184,2.620000,103.294617,10000.000000,22.89,0.100000,/home/viktor/Downloads/input/20S_196_Mar28_22.55.10/20S_196_Mar28_22.55.10.ctf:mrc,/home/viktor/Downloads/input/20S_196_Mar28_22.55.10/20S_196_Mar28_22.55.10.mrc,gctf/20S_196_Mar28_22.55.10_gctf.log,6306.842285,motioncor/20S_196_Mar28_22.55.10_DW.mrc,6.4519899999999994,0.2903000000000002
20S_195_Mar28_22.53.07,2017-12-15 16:21:07.491141,0.048297,19.080647,3.078583,motioncor/20S_195_Mar28_22.53.07.mrc,gctf/20S_195_Mar28_22.53.07.ctf,motioncor/20S_195_Mar28_22.53.07_DriftCorr.log,gctf/20S_195_Mar28_22.53.07_EPA.log,7.34715,1.060000,7.02268,300.000000,0.5626111111111111,3.3058449999999997,7347.154785,2.620000,101.274078,10000.000000,19.08,0.100000,/home/viktor/Downloads/input/20S_195_Mar28_22.53.07/20S_195_Mar28_22.53.07.ctf:mrc,/home/viktor/Downloads/input/20S_195_Mar28_22.53.07/20S_195_Mar28_22.53.07.mrc,gctf/20S_195_Mar28_22.53.07_gctf.log,7022.675293,motioncor/20S_195_Mar28_22.53.07_DW.mrc,7.184915,0.3244699999999998
20S_194_Mar28_22.51.04,2017-12-15 16:21:37.985137,0.046224,23.920113,2.943008,motioncor/20S_194_Mar28_22.51.04.mrc,gctf/20S_194_Mar28_22.51.04.ctf,motioncor/20S_194_Mar28_22.51.04_DriftCorr.log,gctf/20S_194_Mar28_22.51.04_EPA.log,7.04341,1.060000,6.75218,300.000000,0.5261111111111111,3.354347,7043.409180,2.620000,94.703583,10000.000000,23.92,0.100000,/home/viktor/Downloads/input/20S_194_Mar28_22.51.04/20S_194_Mar28_22.51.04.ctf:mrc,/home/viktor/Downloads/input/20S_194_Mar28_22.51.04/20S_194_Mar28_22.51.04.mrc,gctf/20S_194_Mar28_22.51.04_gctf.log,6752.184570,motioncor/20S_194_Mar28_22.51.04_DW.mrc,6.897795,0.29122999999999966
20S_193_Mar28_22.49.02,2017-12-15 16:22:08.449567,0.043907,22.221027,3.116126,motioncor/20S_193_Mar28_22.49.02.mrc,gctf/20S_193_Mar28_22.49.02.ctf,motioncor/20S_193_Mar28_22.49.02_DriftCorr.log,gctf/20S_193_Mar28_22.49.02_EPA.log,6.6487,1.060000,6.36963,300.000000,0.5566666666666666,3.261171,6648.698730,2.620000,100.196869,10000.000000,22.22,0.100000,/home/viktor/Downloads/input/20S_193_Mar28_22.49.02/20S_193_Mar28_22.49.02.ctf:mrc,/home/viktor/Downloads/input/20S_193_Mar28_22.49.02/20S_193_Mar28_22.49.02.mrc,gctf/20S_193_Mar28_22.49.02_gctf.log,6369.625488,motioncor/20S_193_Mar28_22.49.02_DW.mrc,6.509165,0.27906999999999993
20S_192_Mar28_22.47.01,2017-12-15 16:22:38.930613,0.041824,25.287966,2.385437,motioncor/20S_192_Mar28_22.47.01.mrc,gctf/20S_192_Mar28_22.47.01.ctf,motioncor/20S_192_Mar28_22.47.01_DriftCorr.log,gctf/20S_192_Mar28_22.47.01_EPA.log,6.40846,1.060000,6.14351,300.000000,0.5692777777777778,3.3517589999999995,6408.460938,2.620000,102.471817,10000.000000,25.29,0.100000,/home/viktor/Downloads/input/20S_192_Mar28_22.47.01/20S_192_Mar28_22.47.01.ctf:mrc,/home/viktor/Downloads/input/20S_192_Mar28_22.47.01/20S_192_Mar28_22.47.01.mrc,gctf/20S_192_Mar28_22.47.01_gctf.log,6143.512695,motioncor/20S_192_Mar28_22.47.01_DW.mrc,6.275985,0.2649499999999998
20S_191_Mar28_22.44.59,2017-12-15 16:23:09.437183,0.043465,23.033760,2.448636,motioncor/20S_191_Mar28_22.44.59.mrc,gctf/20S_191_Mar28_22.44.59.ctf,motioncor/20S_191_Mar28_22.44.59_DriftCorr.log,gctf/20S_191_Mar28_22.44.59_EPA.log,6.1885699999999995,1.060000,5.948,300.000000,0.5637222222222222,3.008227,6188.571289,2.620000,101.470551,10000.000000,23.03,0.100000,/home/viktor/Downloads/input/20S_191_Mar28_22.44.59/20S_191_Mar28_22.44.59.ctf:mrc,/home/viktor/Downloads/input/20S_191_Mar28_22.44.59/20S_191_Mar28_22.44.59.mrc,gctf/20S_191_Mar28_22.44.59_gctf.log,5947.995117,motioncor/20S_191_Mar28_22.44.59_DW.mrc,6.0682849999999995,0.24056999999999906
20S_190_Mar28_22.42.57,2017-12-15 16:23:39.933162,0.048377,22.074398,2.833581,motioncor/20S_190_Mar28_22.42.57.mrc,gctf/20S_190_Mar28_22.42.57.ctf,motioncor/20S_190_Mar28_22.42.57_DriftCorr.log,gctf/20S_190_Mar28_22.42.57_EPA.log,5.84276,1.060000,5.617319999999999,300.000000,0.4686666666666667,3.031319,5842.761230,2.620000,84.356110,10000.000000,22.07,0.100000,/home/viktor/Downloads/input/20S_190_Mar28_22.42.57/20S_190_Mar28_22.42.57.ctf:mrc,/home/viktor/Downloads/input/20S_190_Mar28_22.42.57/20S_190_Mar28_22.42.57.mrc,gctf/20S_190_Mar28_22.42.57_gctf.log,5617.316895,motioncor/20S_190_Mar28_22.42.57_DW.mrc,5.73004,0.22544000000000075
20S_189_Mar28_22.40.55,2017-12-15 16:24:10.398794,0.041669,20.964134,2.658433,motioncor/20S_189_Mar28_22.40.55.mrc,gctf/20S_189_Mar28_22.40.55.ctf,motioncor/20S_189_Mar28_22.40.55_DriftCorr.log,gctf/20S_189_Mar28_22.40.55_EPA.log,5.45353,1.060000,5.19579,300.000000,0.47788888888888886,2.9530119999999997,5453.527344,2.620000,86.016678,10000.000000,20.96,0.100000,/home/viktor/Downloads/input/20S_189_Mar28_22.40.55/20S_189_Mar28_22.40.55.ctf:mrc,/home/viktor/Downloads/input/20S_189_Mar28_22.40.55/20S_189_Mar28_22.40.55.mrc,gctf/20S_189_Mar28_22.40.55_gctf.log,5195.794922,motioncor/20S_189_Mar28_22.40.55_DW.mrc,5.32466,0.2577400000000001
20S_188_Mar28_22.38.53,2017-12-15 16:24:40.907759,0.035406,21.167953,2.684722,motioncor/20S_188_Mar28_22.38.53.mrc,gctf/20S_188_Mar28_22.38.53.ctf,motioncor/20S_188_Mar28_22.38.53_DriftCorr.log,gctf/20S_188_Mar28_22.38.53_EPA.log,5.22806,1.060000,4.97408,300.000000,0.5443333333333333,2.931093,5228.063477,2.620000,97.975029,10000.000000,21.17,0.100000,/home/viktor/Downloads/input/20S_188_Mar28_22.38.53/20S_188_Mar28_22.38.53.ctf:mrc,/home/viktor/Downloads/input/20S_188_Mar28_22.38.53/20S_188_Mar28_22.38.53.mrc,gctf/20S_188_Mar28_22.38.53_gctf.log,4974.082031,motioncor/20S_188_Mar28_22.38.53_DW.mrc,5.10107,0.2539800000000003
20S_187_Mar28_22.36.52,2017-12-15 16:25:11.441408,0.030308,20.279526,2.837283,motioncor/20S_187_Mar28_22.36.52.mrc,gctf/20S_187_Mar28_22.36.52.ctf,motioncor/20S_187_Mar28_22.36.52_DriftCorr.log,gctf/20S_187_Mar28_22.36.52_EPA.log,4.80403,1.060000,4.57696,300.000000,0.5602222222222223,3.029205,4804.033691,2.620000,100.838242,10000.000000,20.28,0.100000,/home/viktor/Downloads/input/20S_187_Mar28_22.36.52/20S_187_Mar28_22.36.52.ctf:mrc,/home/viktor/Downloads/input/20S_187_Mar28_22.36.52/20S_187_Mar28_22.36.52.mrc,gctf/20S_187_Mar28_22.36.52_gctf.log,4576.957520,motioncor/20S_187_Mar28_22.36.52_DW.mrc,4.690495,0.22707000000000033
20S_186_Mar28_22.34.50,2017-12-15 16:25:41.894606,0.027780,22.146412,3.008227,motioncor/20S_186_Mar28_22.34.50.mrc,gctf/20S_186_Mar28_22.34.50.ctf,motioncor/20S_186_Mar28_22.34.50_DriftCorr.log,gctf/20S_186_Mar28_22.34.50_EPA.log,4.59753,1.060000,4.36961,300.000000,0.5334444444444444,3.212929,4597.532227,2.620000,96.019684,10000.000000,22.15,0.100000,/home/viktor/Downloads/input/20S_186_Mar28_22.34.50/20S_186_Mar28_22.34.50.ctf:mrc,/home/viktor/Downloads/input/20S_186_Mar28_22.34.50/20S_186_Mar28_22.34.50.mrc,gctf/20S_186_Mar28_22.34.50_gctf.log,4369.606445,motioncor/20S_186_Mar28_22.34.50_DW.mrc,4.483569999999999,0.22792000000000012
20S_185_Mar28_22.32.48,2017-12-15 16:26:12.583755,0.029659,17.524010,2.911448,motioncor/20S_185_Mar28_22.32.48.mrc,gctf/20S_185_Mar28_22.32.48.ctf,motioncor/20S_185_Mar28_22.32.48_DriftCorr.log,gctf/20S_185_Mar28_22.32.48_EPA.log,4.7076899999999995,1.060000,4.50539,300.000000,0.4833888888888889,3.3083620000000002,4707.686035,2.620000,87.008537,10000.000000,17.52,0.100000,/home/viktor/Downloads/input/20S_185_Mar28_22.32.48/20S_185_Mar28_22.32.48.ctf:mrc,/home/viktor/Downloads/input/20S_185_Mar28_22.32.48/20S_185_Mar28_22.32.48.mrc,gctf/20S_185_Mar28_22.32.48_gctf.log,4505.389160,motioncor/20S_185_Mar28_22.32.48_DW.mrc,4.60654,0.20229999999999926
20S_184_Mar28_22.30.46,2017-12-15 16:26:43.617469,0.033482,19.625988,2.806124,motioncor/20S_184_Mar28_22.30.46.mrc,gctf/20S_184_Mar28_22.30.46.ctf,motioncor/20S_184_Mar28_22.30.46_DriftCorr.log,gctf/20S_184_Mar28_22.30.46_EPA.log,4.772930000000001,1.060000,4.559939999999999,300.000000,0.5188333333333334,2.886299,4772.929199,2.620000,93.387482,10000.000000,19.63,0.100000,/home/viktor/Downloads/input/20S_184_Mar28_22.30.46/20S_184_Mar28_22.30.46.ctf:mrc,/home/viktor/Downloads/input/20S_184_Mar28_22.30.46/20S_184_Mar28_22.30.46.mrc,gctf/20S_184_Mar28_22.30.46_gctf.log,4559.944824,motioncor/20S_184_Mar28_22.30.46_DW.mrc,4.666435,0.21299000000000134
20S_183_Mar28_22.28.44,2017-12-15 16:27:14.473638,0.039306,20.658691,2.369820,motioncor/20S_183_Mar28_22.28.44.mrc,gctf/20S_183_Mar28_22.28.44.ctf,motioncor/20S_183_Mar28_22.28.44_DriftCorr.log,gctf/20S_183_Mar28_22.28.44_EPA.log,5.34635,1.060000,5.09585,300.000000,0.46561111111111114,3.050478,5346.349609,2.620000,83.806602,10000.000000,20.66,0.100000,/home/viktor/Downloads/input/20S_183_Mar28_22.28.44/20S_183_Mar28_22.28.44.ctf:mrc,/home/viktor/Downloads/input/20S_183_Mar28_22.28.44/20S_183_Mar28_22.28.44.mrc,gctf/20S_183_Mar28_22.28.44_gctf.log,5095.850586,motioncor/20S_183_Mar28_22.28.44_DW.mrc,5.221100000000001,0.2504999999999997
20S_182_Mar28_22.26.31,2017-12-15 16:27:45.338517,0.032380,27.164598,2.933072,motioncor/20S_182_Mar28_22.26.31.mrc,gctf/20S_182_Mar28_22.26.31.ctf,motioncor/20S_182_Mar28_22.26.31_DriftCorr.log,gctf/20S_182_Mar28_22.26.31_EPA.log,6.358770000000001,1.060000,6.08083,300.000000,0.4723888888888889,3.022881,6358.766602,2.620000,85.026321,10000.000000,27.16,0.100000,/home/viktor/Downloads/input/20S_182_Mar28_22.26.31/20S_182_Mar28_22.26.31.ctf:mrc,/home/viktor/Downloads/input/20S_182_Mar28_22.26.31/20S_182_Mar28_22.26.31.mrc,gctf/20S_182_Mar28_22.26.31_gctf.log,6080.832031,motioncor/20S_182_Mar28_22.26.31_DW.mrc,6.2198,0.27794000000000096
20S_181_Mar28_22.24.30,2017-12-15 16:28:15.812341,0.032552,27.942207,2.949002,motioncor/20S_181_Mar28_22.24.30.mrc,gctf/20S_181_Mar28_22.24.30.ctf,motioncor/20S_181_Mar28_22.24.30_DriftCorr.log,gctf/20S_181_Mar28_22.24.30_EPA.log,6.81833,1.060000,6.54197,300.000000,0.45061111111111113,3.283356,6818.334961,2.620000,81.108772,10000.000000,27.94,0.100000,/home/viktor/Downloads/input/20S_181_Mar28_22.24.30/20S_181_Mar28_22.24.30.ctf:mrc,/home/viktor/Downloads/input/20S_181_Mar28_22.24.30/20S_181_Mar28_22.24.30.mrc,gctf/20S_181_Mar28_22.24.30_gctf.log,6541.973633,motioncor/20S_181_Mar28_22.24.30_DW.mrc,6.680149999999999,0.2763599999999995
20S_179_Mar28_22.20.26,2017-12-15 16:28:46.271320,0.044264,22.048145,3.087335,motioncor/20S_179_Mar28_22.20.26.mrc,gctf/20S_179_Mar28_22.20.26.ctf,motioncor/20S_179_Mar28_22.20.26_DriftCorr.log,gctf/20S_179_Mar28_22.20.26_EPA.log,6.9604099999999995,1.060000,6.65646,300.000000,0.4021666666666667,3.4778860000000003,6960.407227,2.620000,72.386002,10000.000000,22.05,0.100000,/home/viktor/Downloads/input/20S_179_Mar28_22.20.26/20S_179_Mar28_22.20.26.ctf:mrc,/home/viktor/Downloads/input/20S_179_Mar28_22.20.26/20S_179_Mar28_22.20.26.mrc,gctf/20S_179_Mar28_22.20.26_gctf.log,6656.461914,motioncor/20S_179_Mar28_22.20.26_DW.mrc,6.808434999999999,0.3039499999999995
20S_178_Mar28_22.17.59,2017-12-15 16:29:16.843800,0.040959,26.095867,2.775642,motioncor/20S_178_Mar28_22.17.59.mrc,gctf/20S_178_Mar28_22.17.59.ctf,motioncor/20S_178_Mar28_22.17.59_DriftCorr.log,gctf/20S_178_Mar28_22.17.59_EPA.log,6.741149999999999,1.060000,6.43355,300.000000,0.40111111111111114,3.4016290000000002,6741.153809,2.620000,72.202545,10000.000000,26.1,0.100000,/home/viktor/Downloads/input/20S_178_Mar28_22.17.59/20S_178_Mar28_22.17.59.ctf:mrc,/home/viktor/Downloads/input/20S_178_Mar28_22.17.59/20S_178_Mar28_22.17.59.mrc,gctf/20S_178_Mar28_22.17.59_gctf.log,6433.549316,motioncor/20S_178_Mar28_22.17.59_DW.mrc,6.587350000000001,0.307599999999999
20S_177_Mar28_22.15.58,2017-12-15 16:29:47.354744,0.041158,25.063587,2.915356,motioncor/20S_177_Mar28_22.15.58.mrc,gctf/20S_177_Mar28_22.15.58.ctf,motioncor/20S_177_Mar28_22.15.58_DriftCorr.log,gctf/20S_177_Mar28_22.15.58_EPA.log,6.4433,1.060000,6.1689,300.000000,0.39955555555555555,3.111662,6443.302734,2.620000,71.919312,10000.000000,25.06,0.100000,/home/viktor/Downloads/input/20S_177_Mar28_22.15.58/20S_177_Mar28_22.15.58.ctf:mrc,/home/viktor/Downloads/input/20S_177_Mar28_22.15.58/20S_177_Mar28_22.15.58.mrc,gctf/20S_177_Mar28_22.15.58_gctf.log,6168.896484,motioncor/20S_177_Mar28_22.15.58_DW.mrc,6.306100000000001,0.2744
20S_176_Mar28_22.13.56,2017-12-15 16:30:17.921869,0.041613,24.268415,2.831734,motioncor/20S_176_Mar28_22.13.56.mrc,gctf/20S_176_Mar28_22.13.56.ctf,motioncor/20S_176_Mar28_22.13.56_DriftCorr.log,gctf/20S_176_Mar28_22.13.56_EPA.log,6.25046,1.060000,5.97497,300.000000,0.3922222222222222,3.18233,6250.463867,2.620000,70.601509,10000.000000,24.27,0.100000,/home/viktor/Downloads/input/20S_176_Mar28_22.13.56/20S_176_Mar28_22.13.56.ctf:mrc,/home/viktor/Downloads/input/20S_176_Mar28_22.13.56/20S_176_Mar28_22.13.56.mrc,gctf/20S_176_Mar28_22.13.56_gctf.log,5974.971680,motioncor/20S_176_Mar28_22.13.56_DW.mrc,6.112715000000001,0.27549000000000046
20S_175_Mar28_22.11.55,2017-12-15 16:30:48.423383,0.035896,21.079714,2.632654,motioncor/20S_175_Mar28_22.11.55.mrc,gctf/20S_175_Mar28_22.11.55.ctf,motioncor/20S_175_Mar28_22.11.55_DriftCorr.log,gctf/20S_175_Mar28_22.11.55_EPA.log,6.01263,1.060000,5.7528500000000005,300.000000,0.43127777777777776,3.006145,6012.633789,2.620000,77.629745,10000.000000,21.08,0.100000,/home/viktor/Downloads/input/20S_175_Mar28_22.11.55/20S_175_Mar28_22.11.55.ctf:mrc,/home/viktor/Downloads/input/20S_175_Mar28_22.11.55/20S_175_Mar28_22.11.55.mrc,gctf/20S_175_Mar28_22.11.55_gctf.log,5752.848633,motioncor/20S_175_Mar28_22.11.55_DW.mrc,5.88274,0.25977999999999923
20S_174_Mar28_22.09.53,2017-12-15 16:31:18.894258,0.042627,21.334223,2.921237,motioncor/20S_174_Mar28_22.09.53.mrc,gctf/20S_174_Mar28_22.09.53.ctf,motioncor/20S_174_Mar28_22.09.53_DriftCorr.log,gctf/20S_174_Mar28_22.09.53_EPA.log,5.81534,1.060000,5.594060000000001,300.000000,0.40544444444444444,3.037678,5815.341309,2.620000,72.978775,10000.000000,21.33,0.100000,/home/viktor/Downloads/input/20S_174_Mar28_22.09.53/20S_174_Mar28_22.09.53.ctf:mrc,/home/viktor/Downloads/input/20S_174_Mar28_22.09.53/20S_174_Mar28_22.09.53.mrc,gctf/20S_174_Mar28_22.09.53_gctf.log,5594.056152,motioncor/20S_174_Mar28_22.09.53_DW.mrc,5.704700000000001,0.22127999999999926
20S_173_Mar28_22.07.52,2017-12-15 16:31:49.661785,0.040448,18.415405,2.732000,motioncor/20S_173_Mar28_22.07.52.mrc,gctf/20S_173_Mar28_22.07.52.ctf,motioncor/20S_173_Mar28_22.07.52_DriftCorr.log,gctf/20S_173_Mar28_22.07.52_EPA.log,5.61794,1.060000,5.38359,300.000000,0.35450000000000004,3.06988,5617.937500,2.620000,63.805775,10000.000000,18.42,0.100000,/home/viktor/Downloads/input/20S_173_Mar28_22.07.52/20S_173_Mar28_22.07.52.ctf:mrc,/home/viktor/Downloads/input/20S_173_Mar28_22.07.52/20S_173_Mar28_22.07.52.mrc,gctf/20S_173_Mar28_22.07.52_gctf.log,5383.586914,motioncor/20S_173_Mar28_22.07.52_DW.mrc,5.5007649999999995,0.23435000000000006
20S_172_Mar28_22.05.50,2017-12-15 16:32:20.376151,0.036719,22.452850,2.487904,motioncor/20S_172_Mar28_22.05.50.mrc,gctf/20S_172_Mar28_22.05.50.ctf,motioncor/20S_172_Mar28_22.05.50_DriftCorr.log,gctf/20S_172_Mar28_22.05.50_EPA.log,5.18769,1.060000,4.956189999999999,300.000000,0.3242777777777778,2.9390259999999997,5187.690430,2.620000,58.373566,10000.000000,22.45,0.100000,/home/viktor/Downloads/input/20S_172_Mar28_22.05.50/20S_172_Mar28_22.05.50.ctf:mrc,/home/viktor/Downloads/input/20S_172_Mar28_22.05.50/20S_172_Mar28_22.05.50.mrc,gctf/20S_172_Mar28_22.05.50_gctf.log,4956.190430,motioncor/20S_172_Mar28_22.05.50_DW.mrc,5.07194,0.23150000000000048
20S_171_Mar28_22.03.48,2017-12-15 16:32:50.820243,0.030517,15.994190,2.309346,motioncor/20S_171_Mar28_22.03.48.mrc,gctf/20S_171_Mar28_22.03.48.ctf,motioncor/20S_171_Mar28_22.03.48_DriftCorr.log,gctf/20S_171_Mar28_22.03.48_EPA.log,4.9568900000000005,1.060000,4.728350000000001,300.000000,0.2796666666666667,3.268533,4956.887695,2.620000,50.336472,10000.000000,15.99,0.100000,/home/viktor/Downloads/input/20S_171_Mar28_22.03.48/20S_171_Mar28_22.03.48.ctf:mrc,/home/viktor/Downloads/input/20S_171_Mar28_22.03.48/20S_171_Mar28_22.03.48.mrc,gctf/20S_171_Mar28_22.03.48_gctf.log,4728.346680,motioncor/20S_171_Mar28_22.03.48_DW.mrc,4.842620000000001,0.22853999999999974
20S_170_Mar28_22.01.47,2017-12-15 16:33:21.340171,0.027544,15.924631,2.309346,motioncor/20S_170_Mar28_22.01.47.mrc,gctf/20S_170_Mar28_22.01.47.ctf,motioncor/20S_170_Mar28_22.01.47_DriftCorr.log,gctf/20S_170_Mar28_22.01.47_EPA.log,4.659590000000001,1.060000,4.45756,300.000000,0.3228888888888889,3.266075,4659.589355,2.620000,58.115849,10000.000000,15.92,0.100000,/home/viktor/Downloads/input/20S_170_Mar28_22.01.47/20S_170_Mar28_22.01.47.ctf:mrc,/home/viktor/Downloads/input/20S_170_Mar28_22.01.47/20S_170_Mar28_22.01.47.mrc,gctf/20S_170_Mar28_22.01.47_gctf.log,4457.562988,motioncor/20S_170_Mar28_22.01.47_DW.mrc,4.558575000000001,0.2020300000000006
20S_169_Mar28_21.59.46,2017-12-15 16:33:51.811301,0.030055,16.010071,2.584105,motioncor/20S_169_Mar28_21.59.46.mrc,gctf/20S_169_Mar28_21.59.46.ctf,motioncor/20S_169_Mar28_21.59.46_DriftCorr.log,gctf/20S_169_Mar28_21.59.46_EPA.log,4.7462,1.060000,4.52861,300.000000,0.2925,3.283356,4746.200684,2.620000,52.650124,10000.000000,16.01,0.100000,/home/viktor/Downloads/input/20S_169_Mar28_21.59.46/20S_169_Mar28_21.59.46.ctf:mrc,/home/viktor/Downloads/input/20S_169_Mar28_21.59.46/20S_169_Mar28_21.59.46.mrc,gctf/20S_169_Mar28_21.59.46_gctf.log,4528.610840,motioncor/20S_169_Mar28_21.59.46_DW.mrc,4.637404999999999,0.2175900000000004
