micrograph,created_at,_rlnCtfFigureOfMerit #11,_rlnDefocusAngle #5,_rlnCtfMaxResolution #12,motioncor_aligned_no_DW,gctf_ctf_fit,motioncor_log,gctf_epa_log,Defocus_U,_rlnDetectorPixelSize #10,Defocus_V,_rlnVoltage #6,Phase_shift,Resolution,_rlnDefocusU #3,_rlnSphericalAberration #7,_rlnPhaseShift #13,_rlnMagnification #9,Angle,_rlnAmplitudeContrast #8,_rlnCtfImage #2,_rlnMicrographName #1,gctf_log,_rlnDefocusV #4,motioncor_aligned_DW,Defocus,delta_Defocus
20S_382_Mar29_06.06.33,2017-12-15 14:56:32.232747,0.058435,84.129723,2.837283,motioncor/20S_382_Mar29_06.06.33.mrc,gctf/20S_382_Mar29_06.06.33.ctf,motioncor/20S_382_Mar29_06.06.33_DriftCorr.log,gctf/20S_382_Mar29_06.06.33_EPA.log,5.71645,1.060000,5.84186,300.000000,0.5719444444444445,2.9875380000000002,5716.449707,2.620000,102.946503,10000.000000,84.13,0.100000,/home/viktor/Downloads/input/20S_382_Mar29_06.06.33/20S_382_Mar29_06.06.33.ctf:mrc,/home/viktor/Downloads/input/20S_382_Mar29_06.06.33/20S_382_Mar29_06.06.33.mrc,gctf/20S_382_Mar29_06.06.33_gctf.log,5841.860840,motioncor/20S_382_Mar29_06.06.33_DW.mrc,5.779154999999999,-0.12540999999999958
20S_381_Mar29_06.04.16,2017-12-15 14:57:02.718935,0.008722,59.403305,2.855937,motioncor/20S_381_Mar29_06.04.16.mrc,gctf/20S_381_Mar29_06.04.16.ctf,motioncor/20S_381_Mar29_06.04.16_DriftCorr.log,gctf/20S_381_Mar29_06.04.16_EPA.log,2.64966,1.060000,2.79042,300.000000,0.6281111111111112,3.354347,2649.660400,2.620000,113.063522,10000.000000,59.4,0.100000,/home/viktor/Downloads/input/20S_381_Mar29_06.04.16/20S_381_Mar29_06.04.16.ctf:mrc,/home/viktor/Downloads/input/20S_381_Mar29_06.04.16/20S_381_Mar29_06.04.16.mrc,gctf/20S_381_Mar29_06.04.16_gctf.log,2790.418701,motioncor/20S_381_Mar29_06.04.16_DW.mrc,2.72004,-0.14076000000000022
20S_380_Mar29_06.01.51,2017-12-15 14:57:33.156232,0.015070,63.837078,2.678101,motioncor/20S_380_Mar29_06.01.51.mrc,gctf/20S_380_Mar29_06.01.51.ctf,motioncor/20S_380_Mar29_06.01.51_DriftCorr.log,gctf/20S_380_Mar29_06.01.51_EPA.log,3.41694,1.060000,3.52057,300.000000,0.5645,2.837283,3416.941895,2.620000,101.605873,10000.000000,63.84,0.100000,/home/viktor/Downloads/input/20S_380_Mar29_06.01.51/20S_380_Mar29_06.01.51.ctf:mrc,/home/viktor/Downloads/input/20S_380_Mar29_06.01.51/20S_380_Mar29_06.01.51.mrc,gctf/20S_380_Mar29_06.01.51_gctf.log,3520.571777,motioncor/20S_380_Mar29_06.01.51_DW.mrc,3.4687550000000003,-0.10363000000000033
20S_379_Mar29_05.59.26,2017-12-15 14:58:03.686636,0.021305,71.912079,2.571865,motioncor/20S_379_Mar29_05.59.26.mrc,gctf/20S_379_Mar29_05.59.26.ctf,motioncor/20S_379_Mar29_05.59.26_DriftCorr.log,gctf/20S_379_Mar29_05.59.26_EPA.log,4.186520000000001,1.060000,4.27151,300.000000,0.5337222222222222,3.109434,4186.522461,2.620000,96.073425,10000.000000,71.91,0.100000,/home/viktor/Downloads/input/20S_379_Mar29_05.59.26/20S_379_Mar29_05.59.26.ctf:mrc,/home/viktor/Downloads/input/20S_379_Mar29_05.59.26/20S_379_Mar29_05.59.26.mrc,gctf/20S_379_Mar29_05.59.26_gctf.log,4271.512695,motioncor/20S_379_Mar29_05.59.26_DW.mrc,4.229015,-0.08498999999999945
20S_378_Mar29_05.57.01,2017-12-15 14:58:34.143687,0.042056,1.541985,3.016583,motioncor/20S_378_Mar29_05.57.01.mrc,gctf/20S_378_Mar29_05.57.01.ctf,motioncor/20S_378_Mar29_05.57.01_DriftCorr.log,gctf/20S_378_Mar29_05.57.01_EPA.log,5.07263,1.060000,4.93838,300.000000,0.5372222222222223,3.175351,5072.633789,2.620000,96.696022,10000.000000,1.54,0.100000,/home/viktor/Downloads/input/20S_378_Mar29_05.57.01/20S_378_Mar29_05.57.01.ctf:mrc,/home/viktor/Downloads/input/20S_378_Mar29_05.57.01/20S_378_Mar29_05.57.01.mrc,gctf/20S_378_Mar29_05.57.01_gctf.log,4938.383789,motioncor/20S_378_Mar29_05.57.01_DW.mrc,5.005505,0.13424999999999976
20S_377_Mar29_05.54.36,2017-12-15 14:59:04.747662,0.030029,83.453918,2.626288,motioncor/20S_377_Mar29_05.54.36.mrc,gctf/20S_377_Mar29_05.54.36.ctf,motioncor/20S_377_Mar29_05.54.36_DriftCorr.log,gctf/20S_377_Mar29_05.54.36_EPA.log,5.31081,1.060000,5.433,300.000000,0.5212777777777777,3.3830839999999998,5310.811523,2.620000,93.833618,10000.000000,83.45,0.100000,/home/viktor/Downloads/input/20S_377_Mar29_05.54.36/20S_377_Mar29_05.54.36.ctf:mrc,/home/viktor/Downloads/input/20S_377_Mar29_05.54.36/20S_377_Mar29_05.54.36.mrc,gctf/20S_377_Mar29_05.54.36_gctf.log,5432.996094,motioncor/20S_377_Mar29_05.54.36_DW.mrc,5.371905000000001,-0.1221899999999998
20S_376_Mar29_05.52.11,2017-12-15 14:59:35.379840,0.038516,72.664490,2.939026,motioncor/20S_376_Mar29_05.52.11.mrc,gctf/20S_376_Mar29_05.52.11.ctf,motioncor/20S_376_Mar29_05.52.11_DriftCorr.log,gctf/20S_376_Mar29_05.52.11_EPA.log,5.2055299999999995,1.060000,5.3371,300.000000,0.43777777777777777,3.189339,5205.530762,2.620000,78.797729,10000.000000,72.66,0.100000,/home/viktor/Downloads/input/20S_376_Mar29_05.52.11/20S_376_Mar29_05.52.11.ctf:mrc,/home/viktor/Downloads/input/20S_376_Mar29_05.52.11/20S_376_Mar29_05.52.11.mrc,gctf/20S_376_Mar29_05.52.11_gctf.log,5337.097168,motioncor/20S_376_Mar29_05.52.11_DW.mrc,5.271315,-0.13157000000000085
20S_375_Mar29_05.49.46,2017-12-15 15:00:05.837141,0.036199,74.823746,2.518191,motioncor/20S_375_Mar29_05.49.46.mrc,gctf/20S_375_Mar29_05.49.46.ctf,motioncor/20S_375_Mar29_05.49.46_DriftCorr.log,gctf/20S_375_Mar29_05.49.46_EPA.log,4.89095,1.060000,4.9888699999999995,300.000000,0.48800000000000004,2.9937150000000003,4890.949219,2.620000,87.843643,10000.000000,74.82,0.100000,/home/viktor/Downloads/input/20S_375_Mar29_05.49.46/20S_375_Mar29_05.49.46.ctf:mrc,/home/viktor/Downloads/input/20S_375_Mar29_05.49.46/20S_375_Mar29_05.49.46.mrc,gctf/20S_375_Mar29_05.49.46_gctf.log,4988.873047,motioncor/20S_375_Mar29_05.49.46_DW.mrc,4.93991,-0.09791999999999934
20S_374_Mar29_05.47.20,2017-12-15 15:00:36.341266,0.033691,76.596954,2.949002,motioncor/20S_374_Mar29_05.47.20.mrc,gctf/20S_374_Mar29_05.47.20.ctf,motioncor/20S_374_Mar29_05.47.20_DriftCorr.log,gctf/20S_374_Mar29_05.47.20_EPA.log,4.32763,1.060000,4.43172,300.000000,0.41100000000000003,3.136375,4327.627441,2.620000,73.978989,10000.000000,76.6,0.100000,/home/viktor/Downloads/input/20S_374_Mar29_05.47.20/20S_374_Mar29_05.47.20.ctf:mrc,/home/viktor/Downloads/input/20S_374_Mar29_05.47.20/20S_374_Mar29_05.47.20.mrc,gctf/20S_374_Mar29_05.47.20_gctf.log,4431.720215,motioncor/20S_374_Mar29_05.47.20_DW.mrc,4.379675,-0.10409000000000024
20S_373_Mar29_05.44.55,2017-12-15 15:01:06.782024,0.030035,68.961433,2.397285,motioncor/20S_373_Mar29_05.44.55.mrc,gctf/20S_373_Mar29_05.44.55.ctf,motioncor/20S_373_Mar29_05.44.55_DriftCorr.log,gctf/20S_373_Mar29_05.44.55_EPA.log,3.7522699999999998,1.060000,3.88789,300.000000,0.4222222222222222,2.857816,3752.272705,2.620000,75.997375,10000.000000,68.96,0.100000,/home/viktor/Downloads/input/20S_373_Mar29_05.44.55/20S_373_Mar29_05.44.55.ctf:mrc,/home/viktor/Downloads/input/20S_373_Mar29_05.44.55/20S_373_Mar29_05.44.55.mrc,gctf/20S_373_Mar29_05.44.55_gctf.log,3887.891357,motioncor/20S_373_Mar29_05.44.55_DW.mrc,3.82008,-0.1356200000000003
20S_372_Mar29_05.42.30,2017-12-15 15:01:37.257203,0.019867,86.139305,2.571865,motioncor/20S_372_Mar29_05.42.30.mrc,gctf/20S_372_Mar29_05.42.30.ctf,motioncor/20S_372_Mar29_05.42.30_DriftCorr.log,gctf/20S_372_Mar29_05.42.30_EPA.log,3.22774,1.060000,3.3441799999999997,300.000000,0.35244444444444445,2.859697,3227.742188,2.620000,63.444283,10000.000000,86.14,0.100000,/home/viktor/Downloads/input/20S_372_Mar29_05.42.30/20S_372_Mar29_05.42.30.ctf:mrc,/home/viktor/Downloads/input/20S_372_Mar29_05.42.30/20S_372_Mar29_05.42.30.mrc,gctf/20S_372_Mar29_05.42.30_gctf.log,3344.180176,motioncor/20S_372_Mar29_05.42.30_DW.mrc,3.28596,-0.11643999999999988
20S_371_Mar29_05.40.24,2017-12-15 15:02:07.718405,0.030659,82.905777,2.732000,motioncor/20S_371_Mar29_05.40.24.mrc,gctf/20S_371_Mar29_05.40.24.ctf,motioncor/20S_371_Mar29_05.40.24_DriftCorr.log,gctf/20S_371_Mar29_05.40.24_EPA.log,4.13259,1.060000,4.28304,300.000000,0.3705,2.997847,4132.587402,2.620000,66.693054,10000.000000,82.91,0.100000,/home/viktor/Downloads/input/20S_371_Mar29_05.40.24/20S_371_Mar29_05.40.24.ctf:mrc,/home/viktor/Downloads/input/20S_371_Mar29_05.40.24/20S_371_Mar29_05.40.24.mrc,gctf/20S_371_Mar29_05.40.24_gctf.log,4283.041504,motioncor/20S_371_Mar29_05.40.24_DW.mrc,4.207815,-0.1504499999999993
20S_370_Mar29_05.38.06,2017-12-15 15:02:38.189097,0.005731,61.673759,3.089530,motioncor/20S_370_Mar29_05.38.06.mrc,gctf/20S_370_Mar29_05.38.06.ctf,motioncor/20S_370_Mar29_05.38.06_DriftCorr.log,gctf/20S_370_Mar29_05.38.06_EPA.log,2.28733,1.060000,2.4552199999999997,300.000000,0.3503888888888889,6.406902,2287.330811,2.620000,63.069527,10000.000000,61.67,0.100000,/home/viktor/Downloads/input/20S_370_Mar29_05.38.06/20S_370_Mar29_05.38.06.ctf:mrc,/home/viktor/Downloads/input/20S_370_Mar29_05.38.06/20S_370_Mar29_05.38.06.mrc,gctf/20S_370_Mar29_05.38.06_gctf.log,2455.218018,motioncor/20S_370_Mar29_05.38.06_DW.mrc,2.371275,-0.16788999999999987
20S_369_Mar29_05.35.42,2017-12-15 15:03:08.653307,0.014547,73.140251,2.599569,motioncor/20S_369_Mar29_05.35.42.mrc,gctf/20S_369_Mar29_05.35.42.ctf,motioncor/20S_369_Mar29_05.35.42_DriftCorr.log,gctf/20S_369_Mar29_05.35.42_EPA.log,3.0544000000000002,1.060000,3.22646,300.000000,0.22388888888888886,2.903663,3054.396484,2.620000,40.295700,10000.000000,73.14,0.100000,/home/viktor/Downloads/input/20S_369_Mar29_05.35.42/20S_369_Mar29_05.35.42.ctf:mrc,/home/viktor/Downloads/input/20S_369_Mar29_05.35.42/20S_369_Mar29_05.35.42.mrc,gctf/20S_369_Mar29_05.35.42_gctf.log,3226.462891,motioncor/20S_369_Mar29_05.35.42_DW.mrc,3.1404300000000003,-0.17205999999999966
20S_368_Mar29_05.33.16,2017-12-15 15:03:39.551436,0.021409,54.597328,2.859697,motioncor/20S_368_Mar29_05.33.16.mrc,gctf/20S_368_Mar29_05.33.16.ctf,motioncor/20S_368_Mar29_05.33.16_DriftCorr.log,gctf/20S_368_Mar29_05.33.16_EPA.log,3.7845,1.060000,3.854,300.000000,0.19844444444444445,3.05907,3784.501221,2.620000,35.718582,10000.000000,54.6,0.100000,/home/viktor/Downloads/input/20S_368_Mar29_05.33.16/20S_368_Mar29_05.33.16.ctf:mrc,/home/viktor/Downloads/input/20S_368_Mar29_05.33.16/20S_368_Mar29_05.33.16.mrc,gctf/20S_368_Mar29_05.33.16_gctf.log,3853.995850,motioncor/20S_368_Mar29_05.33.16_DW.mrc,3.81925,-0.06950000000000012
20S_367_Mar29_05.30.51,2017-12-15 15:04:10.429634,0.026518,50.540749,2.559741,motioncor/20S_367_Mar29_05.30.51.mrc,gctf/20S_367_Mar29_05.30.51.ctf,motioncor/20S_367_Mar29_05.30.51_DriftCorr.log,gctf/20S_367_Mar29_05.30.51_EPA.log,4.562810000000001,1.060000,4.64507,300.000000,0.8866111111111111,3.0123990000000003,4562.812012,2.620000,159.592773,10000.000000,50.54,0.100000,/home/viktor/Downloads/input/20S_367_Mar29_05.30.51/20S_367_Mar29_05.30.51.ctf:mrc,/home/viktor/Downloads/input/20S_367_Mar29_05.30.51/20S_367_Mar29_05.30.51.mrc,gctf/20S_367_Mar29_05.30.51_gctf.log,4645.073730,motioncor/20S_367_Mar29_05.30.51_DW.mrc,4.603940000000001,-0.08225999999999889
20S_366_Mar29_05.28.26,2017-12-15 15:04:41.243003,0.031951,51.600391,2.759771,motioncor/20S_366_Mar29_05.28.26.mrc,gctf/20S_366_Mar29_05.28.26.ctf,motioncor/20S_366_Mar29_05.28.26_DriftCorr.log,gctf/20S_366_Mar29_05.28.26_EPA.log,5.21166,1.060000,5.31576,300.000000,0.7742777777777778,3.3465949999999998,5211.659668,2.620000,139.372345,10000.000000,51.6,0.100000,/home/viktor/Downloads/input/20S_366_Mar29_05.28.26/20S_366_Mar29_05.28.26.ctf:mrc,/home/viktor/Downloads/input/20S_366_Mar29_05.28.26/20S_366_Mar29_05.28.26.mrc,gctf/20S_366_Mar29_05.28.26_gctf.log,5315.760254,motioncor/20S_366_Mar29_05.28.26_DW.mrc,5.26371,-0.10409999999999986
20S_365_Mar29_05.26.01,2017-12-15 15:05:11.708681,0.049853,47.589672,3.140911,motioncor/20S_365_Mar29_05.26.01.mrc,gctf/20S_365_Mar29_05.26.01.ctf,motioncor/20S_365_Mar29_05.26.01_DriftCorr.log,gctf/20S_365_Mar29_05.26.01_EPA.log,5.50614,1.060000,5.605449999999999,300.000000,0.7737222222222223,3.6781370000000004,5506.141602,2.620000,139.269531,10000.000000,47.59,0.100000,/home/viktor/Downloads/input/20S_365_Mar29_05.26.01/20S_365_Mar29_05.26.01.ctf:mrc,/home/viktor/Downloads/input/20S_365_Mar29_05.26.01/20S_365_Mar29_05.26.01.mrc,gctf/20S_365_Mar29_05.26.01_gctf.log,5605.447266,motioncor/20S_365_Mar29_05.26.01_DW.mrc,5.555795,-0.09930999999999912
20S_364_Mar29_05.23.35,2017-12-15 15:05:42.189302,0.035599,47.693245,2.565789,motioncor/20S_364_Mar29_05.23.35.mrc,gctf/20S_364_Mar29_05.23.35.ctf,motioncor/20S_364_Mar29_05.23.35_DriftCorr.log,gctf/20S_364_Mar29_05.23.35_EPA.log,5.29764,1.060000,5.394699999999999,300.000000,0.8458333333333333,2.863467,5297.640625,2.620000,152.254852,10000.000000,47.69,0.100000,/home/viktor/Downloads/input/20S_364_Mar29_05.23.35/20S_364_Mar29_05.23.35.ctf:mrc,/home/viktor/Downloads/input/20S_364_Mar29_05.23.35/20S_364_Mar29_05.23.35.mrc,gctf/20S_364_Mar29_05.23.35_gctf.log,5394.700195,motioncor/20S_364_Mar29_05.23.35_DW.mrc,5.34617,-0.09705999999999904
20S_363_Mar29_05.21.10,2017-12-15 15:06:12.622460,0.033893,48.334892,2.393322,motioncor/20S_363_Mar29_05.21.10.mrc,gctf/20S_363_Mar29_05.21.10.ctf,motioncor/20S_363_Mar29_05.21.10_DriftCorr.log,gctf/20S_363_Mar29_05.21.10_EPA.log,4.84038,1.060000,4.89779,300.000000,0.8193888888888889,3.3210089999999997,4840.383789,2.620000,147.487717,10000.000000,48.33,0.100000,/home/viktor/Downloads/input/20S_363_Mar29_05.21.10/20S_363_Mar29_05.21.10.ctf:mrc,/home/viktor/Downloads/input/20S_363_Mar29_05.21.10/20S_363_Mar29_05.21.10.mrc,gctf/20S_363_Mar29_05.21.10_gctf.log,4897.793945,motioncor/20S_363_Mar29_05.21.10_DW.mrc,4.869085,-0.05740999999999996
20S_362_Mar29_05.18.44,2017-12-15 15:06:43.081608,0.033953,52.045128,2.419989,motioncor/20S_362_Mar29_05.18.44.mrc,gctf/20S_362_Mar29_05.18.44.ctf,motioncor/20S_362_Mar29_05.18.44_DriftCorr.log,gctf/20S_362_Mar29_05.18.44_EPA.log,4.39915,1.060000,4.5056899999999995,300.000000,0.7723888888888889,3.136375,4399.152344,2.620000,139.032349,10000.000000,52.05,0.100000,/home/viktor/Downloads/input/20S_362_Mar29_05.18.44/20S_362_Mar29_05.18.44.ctf:mrc,/home/viktor/Downloads/input/20S_362_Mar29_05.18.44/20S_362_Mar29_05.18.44.mrc,gctf/20S_362_Mar29_05.18.44_gctf.log,4505.692383,motioncor/20S_362_Mar29_05.18.44_DW.mrc,4.45242,-0.10653999999999986
20S_361_Mar29_05.16.20,2017-12-15 15:07:13.540512,0.029934,39.541130,2.708154,motioncor/20S_361_Mar29_05.16.20.mrc,gctf/20S_361_Mar29_05.16.20.ctf,motioncor/20S_361_Mar29_05.16.20_DriftCorr.log,gctf/20S_361_Mar29_05.16.20_EPA.log,3.93848,1.060000,3.99938,300.000000,0.7384444444444443,2.931093,3938.476318,2.620000,132.919418,10000.000000,39.54,0.100000,/home/viktor/Downloads/input/20S_361_Mar29_05.16.20/20S_361_Mar29_05.16.20.ctf:mrc,/home/viktor/Downloads/input/20S_361_Mar29_05.16.20/20S_361_Mar29_05.16.20.mrc,gctf/20S_361_Mar29_05.16.20_gctf.log,3999.376709,motioncor/20S_361_Mar29_05.16.20_DW.mrc,3.9689300000000003,-0.06089999999999973
20S_360_Mar29_05.14.12,2017-12-15 15:07:44.003082,0.025017,46.816643,3.046199,motioncor/20S_360_Mar29_05.14.12.mrc,gctf/20S_360_Mar29_05.14.12.ctf,motioncor/20S_360_Mar29_05.14.12_DriftCorr.log,gctf/20S_360_Mar29_05.14.12_EPA.log,3.39816,1.060000,3.49792,300.000000,0.7771111111111111,3.1987330000000003,3398.157715,2.620000,139.884811,10000.000000,46.82,0.100000,/home/viktor/Downloads/input/20S_360_Mar29_05.14.12/20S_360_Mar29_05.14.12.ctf:mrc,/home/viktor/Downloads/input/20S_360_Mar29_05.14.12/20S_360_Mar29_05.14.12.mrc,gctf/20S_360_Mar29_05.14.12_gctf.log,3497.920898,motioncor/20S_360_Mar29_05.14.12_DW.mrc,3.4480399999999998,-0.09976000000000029
20S_359_Mar29_05.12.06,2017-12-15 15:08:14.467130,0.019067,49.186470,2.907550,motioncor/20S_359_Mar29_05.12.06.mrc,gctf/20S_359_Mar29_05.12.06.ctf,motioncor/20S_359_Mar29_05.12.06_DriftCorr.log,gctf/20S_359_Mar29_05.12.06_EPA.log,2.9754,1.060000,3.0523800000000003,300.000000,0.784,2.9470009999999998,2975.400635,2.620000,141.122925,10000.000000,49.19,0.100000,/home/viktor/Downloads/input/20S_359_Mar29_05.12.06/20S_359_Mar29_05.12.06.ctf:mrc,/home/viktor/Downloads/input/20S_359_Mar29_05.12.06/20S_359_Mar29_05.12.06.mrc,gctf/20S_359_Mar29_05.12.06_gctf.log,3052.379639,motioncor/20S_359_Mar29_05.12.06_DW.mrc,3.0138900000000004,-0.07698000000000027
20S_358_Mar29_05.10.00,2017-12-15 15:08:45.387954,0.012666,80.411026,3.096137,motioncor/20S_358_Mar29_05.10.00.mrc,gctf/20S_358_Mar29_05.10.00.ctf,motioncor/20S_358_Mar29_05.10.00_DriftCorr.log,gctf/20S_358_Mar29_05.10.00_EPA.log,2.83387,1.060000,2.8579,300.000000,0.7350000000000001,3.168402,2833.874268,2.620000,132.297775,10000.000000,80.41,0.100000,/home/viktor/Downloads/input/20S_358_Mar29_05.10.00/20S_358_Mar29_05.10.00.ctf:mrc,/home/viktor/Downloads/input/20S_358_Mar29_05.10.00/20S_358_Mar29_05.10.00.mrc,gctf/20S_358_Mar29_05.10.00_gctf.log,2857.899170,motioncor/20S_358_Mar29_05.10.00_DW.mrc,2.845885,-0.024029999999999774
20S_356_Mar29_05.05.29,2017-12-15 15:09:15.907727,0.020785,40.514061,2.686382,motioncor/20S_356_Mar29_05.05.29.mrc,gctf/20S_356_Mar29_05.05.29.ctf,motioncor/20S_356_Mar29_05.05.29_DriftCorr.log,gctf/20S_356_Mar29_05.05.29_EPA.log,3.29842,1.060000,3.38411,300.000000,0.7340555555555556,3.091729,3298.424561,2.620000,132.129669,10000.000000,40.51,0.100000,/home/viktor/Downloads/input/20S_356_Mar29_05.05.29/20S_356_Mar29_05.05.29.ctf:mrc,/home/viktor/Downloads/input/20S_356_Mar29_05.05.29/20S_356_Mar29_05.05.29.mrc,gctf/20S_356_Mar29_05.05.29_gctf.log,3384.107666,motioncor/20S_356_Mar29_05.05.29_DW.mrc,3.3412650000000004,-0.08569000000000004
20S_355_Mar29_05.03.23,2017-12-15 15:09:46.349455,0.023135,47.262482,3.065547,motioncor/20S_355_Mar29_05.03.23.mrc,gctf/20S_355_Mar29_05.03.23.ctf,motioncor/20S_355_Mar29_05.03.23_DriftCorr.log,gctf/20S_355_Mar29_05.03.23_EPA.log,3.78394,1.060000,3.8156999999999996,300.000000,0.7319444444444444,3.201091,3783.944580,2.620000,131.754364,10000.000000,47.26,0.100000,/home/viktor/Downloads/input/20S_355_Mar29_05.03.23/20S_355_Mar29_05.03.23.ctf:mrc,/home/viktor/Downloads/input/20S_355_Mar29_05.03.23/20S_355_Mar29_05.03.23.mrc,gctf/20S_355_Mar29_05.03.23_gctf.log,3815.701904,motioncor/20S_355_Mar29_05.03.23_DW.mrc,3.7998199999999995,-0.03175999999999979
20S_354_Mar29_05.00.51,2017-12-15 15:10:16.852308,0.025349,47.296692,3.004066,motioncor/20S_354_Mar29_05.00.51.mrc,gctf/20S_354_Mar29_05.00.51.ctf,motioncor/20S_354_Mar29_05.00.51_DriftCorr.log,gctf/20S_354_Mar29_05.00.51_EPA.log,4.080550000000001,1.060000,4.1284600000000005,300.000000,0.7186111111111111,3.3804510000000003,4080.546631,2.620000,129.347534,10000.000000,47.3,0.100000,/home/viktor/Downloads/input/20S_354_Mar29_05.00.51/20S_354_Mar29_05.00.51.ctf:mrc,/home/viktor/Downloads/input/20S_354_Mar29_05.00.51/20S_354_Mar29_05.00.51.mrc,gctf/20S_354_Mar29_05.00.51_gctf.log,4128.456543,motioncor/20S_354_Mar29_05.00.51_DW.mrc,4.1045050000000005,-0.0479099999999999
20S_353_Mar29_04.58.35,2017-12-15 15:10:47.358855,0.017408,43.299271,2.704782,motioncor/20S_353_Mar29_04.58.35.mrc,gctf/20S_353_Mar29_04.58.35.ctf,motioncor/20S_353_Mar29_04.58.35_DriftCorr.log,gctf/20S_353_Mar29_04.58.35_EPA.log,3.1234499999999996,1.060000,3.27404,300.000000,0.6681666666666667,3.004066,3123.452637,2.620000,120.274651,10000.000000,43.3,0.100000,/home/viktor/Downloads/input/20S_353_Mar29_04.58.35/20S_353_Mar29_04.58.35.ctf:mrc,/home/viktor/Downloads/input/20S_353_Mar29_04.58.35/20S_353_Mar29_04.58.35.mrc,gctf/20S_353_Mar29_04.58.35_gctf.log,3274.036621,motioncor/20S_353_Mar29_04.58.35_DW.mrc,3.1987449999999997,-0.15059000000000022
20S_352_Mar29_04.56.27,2017-12-15 15:11:17.820787,0.007076,46.308182,3.129596,motioncor/20S_352_Mar29_04.56.27.mrc,gctf/20S_352_Mar29_04.56.27.ctf,motioncor/20S_352_Mar29_04.56.27_DriftCorr.log,gctf/20S_352_Mar29_04.56.27_EPA.log,2.51762,1.060000,2.6566799999999997,300.000000,0.7305,3.248975,2517.617188,2.620000,131.493683,10000.000000,46.31,0.100000,/home/viktor/Downloads/input/20S_352_Mar29_04.56.27/20S_352_Mar29_04.56.27.ctf:mrc,/home/viktor/Downloads/input/20S_352_Mar29_04.56.27/20S_352_Mar29_04.56.27.mrc,gctf/20S_352_Mar29_04.56.27_gctf.log,2656.684570,motioncor/20S_352_Mar29_04.56.27_DW.mrc,2.58715,-0.13905999999999974
20S_351_Mar29_04.54.02,2017-12-15 15:11:48.289191,0.018769,48.366688,2.489329,motioncor/20S_351_Mar29_04.54.02.mrc,gctf/20S_351_Mar29_04.54.02.ctf,motioncor/20S_351_Mar29_04.54.02_DriftCorr.log,gctf/20S_351_Mar29_04.54.02_EPA.log,3.63622,1.060000,3.72004,300.000000,0.7042777777777778,2.909497,3636.223633,2.620000,126.772659,10000.000000,48.37,0.100000,/home/viktor/Downloads/input/20S_351_Mar29_04.54.02/20S_351_Mar29_04.54.02.ctf:mrc,/home/viktor/Downloads/input/20S_351_Mar29_04.54.02/20S_351_Mar29_04.54.02.mrc,gctf/20S_351_Mar29_04.54.02_gctf.log,3720.041992,motioncor/20S_351_Mar29_04.54.02_DW.mrc,3.67813,-0.08382000000000023
20S_350_Mar29_04.51.37,2017-12-15 15:12:18.803904,0.021228,48.220810,2.309346,motioncor/20S_350_Mar29_04.51.37.mrc,gctf/20S_350_Mar29_04.51.37.ctf,motioncor/20S_350_Mar29_04.51.37_DriftCorr.log,gctf/20S_350_Mar29_04.51.37_EPA.log,4.05727,1.060000,4.14388,300.000000,0.6977777777777777,3.224855,4057.269775,2.620000,125.601089,10000.000000,48.22,0.100000,/home/viktor/Downloads/input/20S_350_Mar29_04.51.37/20S_350_Mar29_04.51.37.ctf:mrc,/home/viktor/Downloads/input/20S_350_Mar29_04.51.37/20S_350_Mar29_04.51.37.mrc,gctf/20S_350_Mar29_04.51.37_gctf.log,4143.875000,motioncor/20S_350_Mar29_04.51.37_DW.mrc,4.100575,-0.0866100000000003
20S_349_Mar29_04.49.12,2017-12-15 15:12:49.269479,0.026006,48.867577,2.689709,motioncor/20S_349_Mar29_04.49.12.mrc,gctf/20S_349_Mar29_04.49.12.ctf,motioncor/20S_349_Mar29_04.49.12_DriftCorr.log,gctf/20S_349_Mar29_04.49.12_EPA.log,4.63857,1.060000,4.73044,300.000000,0.6774444444444444,3.227251,4638.573730,2.620000,121.939079,10000.000000,48.87,0.100000,/home/viktor/Downloads/input/20S_349_Mar29_04.49.12/20S_349_Mar29_04.49.12.ctf:mrc,/home/viktor/Downloads/input/20S_349_Mar29_04.49.12/20S_349_Mar29_04.49.12.mrc,gctf/20S_349_Mar29_04.49.12_gctf.log,4730.443848,motioncor/20S_349_Mar29_04.49.12_DW.mrc,4.684504999999999,-0.09187000000000012
20S_348_Mar29_04.46.46,2017-12-15 15:13:20.036804,0.044696,50.204941,2.915356,motioncor/20S_348_Mar29_04.46.46.mrc,gctf/20S_348_Mar29_04.46.46.ctf,motioncor/20S_348_Mar29_04.46.46_DriftCorr.log,gctf/20S_348_Mar29_04.46.46_EPA.log,5.26842,1.060000,5.35994,300.000000,0.6477222222222222,3.256282,5268.422852,2.620000,116.592438,10000.000000,50.2,0.100000,/home/viktor/Downloads/input/20S_348_Mar29_04.46.46/20S_348_Mar29_04.46.46.ctf:mrc,/home/viktor/Downloads/input/20S_348_Mar29_04.46.46/20S_348_Mar29_04.46.46.mrc,gctf/20S_348_Mar29_04.46.46_gctf.log,5359.938477,motioncor/20S_348_Mar29_04.46.46_DW.mrc,5.31418,-0.09152000000000005
